movie_id,director
230838,Pat O'Connor
444682,Stephen Hopkins
70379,Martin Scorsese
110971,Penny Marshall
1657507,Olivier Megaton
120800,Frederik Du Chau
269095,Michael Caton-Jones
132512,Irwin Winkler
329691,Joseph Kahn
115907,Harold Becker
114436,Paul Verhoeven
422720,Sofia Coppola
113552,Barbet Schroeder
208988,Stephen Kay
1649419,J.A. Bayona
93278,Elaine May
432283,Wes Anderson
282687,Stephen Herek
104850,John Carpenter
211915,Jean-Pierre Jeunet
363282,Dennie Gordon
375173,Charles Shyer
1430615,Ken Kwapis
120646,Ulu Grosbard
295254,William Malone
450405,Paul Weitz
266489,Danny DeVito
1111948,Malcolm D. Lee
81400,Jerry Jameson
176269,Mic Rodgers
1188729,Christian Alvart
160399,Gary Fleder
283160,Christian Duguay
189192,Jean-Marie Poiré
448134,Danny Boyle
763831,Brian Robbins
361500,Marc F. Adler
2515034,Pierre Morel
457495,Geoffrey Sax
113243,Iain Softley
455782,Richard Shepard
110074,Joel Coen
913968,Peter Ho-Sun Chan
374089,Sergey Bodrov
1706620,Joon-ho Bong
961097,Bibo Bergeron
357054,Jeff Nathanson
109506,Alex Proyas
2631186,S.S. Rajamouli
452694,Robert Schwentke
490084,Michael Lehmann
232500,Rob Cohen
1142977,Tim Burton
379786,Joss Whedon
312329,Charles S. Dutton
86393,Richard Lester
1661382,Peter Segal
425637,John Woo
256415,Andy Tennant
1142988,Robert Luketic
117608,Jonathan Lynn
287717,Robert Rodriguez
111280,David Carson
1462900,Kar-Wai Wong
1067583,Francis Lawrence
2911342,Yuefeng Song
174856,Norman Jewison
278435,Michael Apted
125022,David Mirkin
3450650,Andy Fickman
225071,Luis Mandoki
279889,John Pasquin
142688,Roman Polanski
116259,Michael Apted
202470,Stephen Herek
118158,Ridley Scott
84787,John Carpenter
1411250,David Twohy
119210,Jeb Stuart
193560,Steve Miner
970411,Gil Kenan
1560747,Paul Thomas Anderson
437954,David Leland
469903,Gary Fleder
2304933,J Blakeson
3076658,Ryan Coogler
840361,Ben Affleck
1586265,Kirk Jones
887883,Ethan Coen
410377,Jennifer Flackett
1979320,Ron Howard
175880,Paul Thomas Anderson
1385867,Kevin Smith
1292566,Christian Ditter
1564349,Charles Martin Smith
251160,Nick Cassavetes
181316,Les Mayfield
1723121,Rawson Marshall Thurber
972558,Fedor Bondarchuk
118771,Jonathan Mostow
86006,Irvin Kershner
1231587,Steve Pink
2978462,Charles Martin Smith
184858,John Frankenheimer
266465,F. Gary Gray
116410,Rob Reiner
120834,Scott Hicks
1161864,Mikael Håfström
119177,Andrew Niccol
141399,Andrew Bergman
482603,Kirk De Micco
325537,Chris Rock
1119646,Todd Phillips
2888046,Wilson Yip
145660,Jay Roach
96895,Tim Burton
1316616,Roland Joffé
104714,Richard Donner
878804,John Lee Hancock
227538,Robert Rodriguez
1499658,Seth Gordon
1403865,Ethan Coen
458352,David Frankel
79945,Robert Wise
2024432,Seth Gordon
101540,Martin Scorsese
478087,Robert Luketic
3152624,Judd Apatow
372237,Kevin Rodney Sullivan
116209,Anthony Minghella
119488,Curtis Hanson
405325,Mike Mitchell
119360,Frank Oz
114508,Roger Donaldson
209958,Tarsem Singh
120744,Randall Wallace
1028576,Randall Wallace
453556,Kevin Munroe
316465,Michael Tollin
1632708,Will Gluck
4438848,Nicholas Stoller
2140373,John Lee Hancock
104797,Spike Lee
1758830,Judd Apatow
976238,Walt Becker
834001,Patrick Tatopoulos
762114,Ken Kwapis
437863,Dennis Dugan
417001,Gary David Goldberg
119008,Mike Newell
120804,Paul W.S. Anderson
335245,Ethan Coen
467197,John Moore
1637688,Andrew Niccol
1212436,Alan Poul
491152,Luke Greenfield
265087,Gil Junger
74174,Michael Ritchie
111301,Steven E. de Souza
253474,Roman Polanski
120681,Albert Hughes
762121,Catherine Hardwicke
376541,Mike Nichols
1616195,Clint Eastwood
790686,Alexandre Aja
238546,Michael Rymer
100403,Stephen Hopkins
880578,Gregory Hoblit
124298,Hugh Wilson
80745,Mike Hodges
300051,Kevin Smith
1712170,Rob Cohen
119668,Clint Eastwood
1415283,Susanna White
104427,Danny DeVito
443701,Chris Carter
327679,Tommy O'Haver
3322364,Peter Landesman
1600195,John Singleton
361089,Gary Chapman
185014,Curtis Hanson
426592,Craig Mazin
1235522,Allen Hughes
257516,Wes Craven
1547234,David Koepp
2967224,Anne Fletcher
240510,Shekhar Kapur
1904996,Taylor Hackford
360201,Richard Loncraine
492389,Roger Kumble
1438173,Kimble Rendall
85811,Peter Yates
891527,Robert Redford
99587,John Milius
841046,Jake Kasdan
120824,Lasse Hallström
244000,Les Mayfield
962736,Jean-Marc Vallée
365929,Dominic Sena
478304,Terrence Malick
120724,Hark Tsui
304711,Brian Helgeland
450314,Lexi Alexander
383060,Peter Hewitt
3488710,Robert Zemeckis
120479,Ronny Yu
401445,Ridley Scott
105211,Richard Donner
106469,Taylor Hackford
120152,Bille August
280665,Brian De Palma
81059,Moustapha Akkad
113362,Jean-Paul Rappeneau
134154,Ang Lee
1164999,Alejandro G. Iñárritu
1321869,Roland Joffé
416496,Joachim Rønning
490087,Tony Kaye
1790864,Wes Ball
2358925,Ken Scott
106226,Martin Scorsese
414993,Darren Aronofsky
163579,Hugh Johnson
1656186,Simon West
876563,Hayao Miyazaki
2726560,George Tillman Jr.
167203,Hugh Hudson
1540128,Gabriele Muccino
2304771,Justin Chadwick
82979,Warren Beatty
104257,Rob Reiner
242445,Andrzej Bartkowiak
208003,Raja Gosnell
3148834,Jeremy Degruson
1093357,Chris Gorak
1800741,Scott Speer
204626,Joe Charbanic
330793,Jonathan Hensleigh
380389,Danny Cannon
1656190,Boaz Yakin
120797,Mike Newell
86190,Richard Marquand
483607,Neil Marshall
976051,Stephen Daldry
1655460,David Wain
319343,Jon Favreau
117333,Jon Turteltaub
281373,Brian Levant
96061,Richard Donner
457510,Jared Hess
1478338,Paul Feig
1245492,Evan Goldberg
145531,Rupert Wainwright
203019,George Tillman Jr.
1135084,John Luessenhop
1931435,Justin Zackham
1464174,John Whitesell
945513,Duncan Jones
106246,Frank Marshall
481369,Joel Schumacher
1981107,Jean-Pierre Jeunet
78723,Steven Spielberg
418647,John Gatins
399146,David Cronenberg
388482,Louis Leterrier
114214,Sam Raimi
323033,Peter Howitt
163988,Martin Scorsese
1053424,Miguel Sapochnik
372873,Hyung-rae Shim
115725,Norman Jewison
790628,Don Scardino
118829,Mark Dindal
150216,Tim Robbins
452624,Steven Soderbergh
306892,Tom Reeve
78788,Francis Ford Coppola
1322312,Nanette Burstein
113862,Stephen Herek
3014866,Ariel Vromen
89755,Sydney Pollack
1907668,Robert Zemeckis
79574,Lewis Gilbert
2278388,Wes Anderson
252501,Scott Hicks
99052,Frank Marshall
186151,Gregory Hoblit
1289401,Paul Feig
1524930,John Francis Daley
113161,Barry Sonnenfeld
299658,Rob Marshall
142342,Dennis Dugan
252866,J.B. Rogers
114709,John Lasseter
111257,Jan de Bont
1606389,Michael Sucsy
1244659,Tom Vaughan
210945,Boaz Yakin
99810,John McTiernan
1327773,Lee Daniels
101272,Barry Sonnenfeld
112281,Steve Oedekerk
247638,Garry Marshall
116313,Hugh Wilson
114369,David Fincher
1136608,Neill Blomkamp
345950,Stephen Hillenburg
327056,Clint Eastwood
405159,Clint Eastwood
122933,Harold Ramis
332280,Nick Cassavetes
988595,Anne Fletcher
1114677,Peter Chelsom
213203,Stig Bergqvist
102713,Barbra Streisand
110322,Edward Zwick
1193138,Jason Reitman
257360,Alexander Payne
1588173,Jonathan Levine
1276104,Rian Johnson
231775,Chris Weitz
112431,Chris Noonan
1535438,David Frankel
800039,Nicholas Stoller
430105,John Singleton
871426,Michael McCullers
119313,Forest Whitaker
901476,Gary Winick
364751,Steven Brill
337563,Gary Winick
1605783,Woody Allen
1821658,Peter Lepeniotis
221027,Ted Demme
139462,Luis Mandoki
98382,William Shatner
308506,John Schultz
110622,Peter Segal
90264,John Glen
312004,Steve Box
431308,Richard LaGravenese
376105,Frederik Du Chau
783233,Joe Wright
892318,Gary Winick
96933,Ridley Scott
383010,Bobby Farrelly
121164,Tim Burton
385726,James Gartner
3397884,Denis Villeneuve
1798684,Antoine Fuqua
1127180,Sam Raimi
1655441,Lee Toland Krieger
327137,Tim McCanlies
1193631,Jon M. Chu
300532,John Stockwell
420223,Marc Forster
389722,David Slade
1259521,Drew Goddard
1073498,Jason Friedberg
95631,Martin Brest
93894,Paul Michael Glaser
91419,Frank Oz
993842,Joe Wright
119707,John R. Leonetti
1583420,Tom Hanks
446046,Liz Friedlander
421206,Phil Joanou
161083,Sam Weisman
472033,Shane Acker
337697,Martha Coolidge
1449283,Stephen J. Anderson
329028,Troy Miller
118798,Warren Beatty
2473602,Tate Taylor
120776,Carl Franklin
114857,Brett Leonard
465624,Ivan Reitman
2377322,Scott Derrickson
881320,Alister Grierson
361841,Nick Hurran
1195478,Nicholas Stoller
339412,Charles Stone III
1458175,Paul Haggis
370032,Kurt Wimmer
398712,Jean-François Richet
120008,Antoine Fuqua
116320,Kevin Hooks
271367,Ellory Elkayem
758752,Edward Zwick
411061,Jon Avnet
395972,Niki Caro
327247,Howard Deutch
1017460,Vincenzo Natali
91225,Willard Huyck
482572,Gavin O'Connor
402901,Bruce Hunt
318283,Rob Reiner
1438176,Craig Gillespie
402399,Terrence Malick
131646,Chris Roberts
120710,Neil Jordan
1098327,James Wong
1549920,Jee-woon Kim
335121,Nick Hamm
844993,Mike Disa
350261,Lasse Hallström
1054606,Terry Gilliam
1423894,Richard J. Lewis
2364841,Brad Furman
218817,Peter Howitt
87843,Sergio Leone
2101341,Niels Arden Oplev
379889,Michael Radford
281820,Neil Jordan
403016,Steve Boyum
482546,Chris Noonan
417976,Kaige Chen
398913,Corey Yuen
443680,Andrew Dominik
1772230,Li Zhang
1264904,Laurent Tirard
2231253,Simon West
1586752,Marc Forster
1620449,Reinhard Klooss
438859,Bille August
2814362,Frédéric Auburtin
2095649,Olivier Dahan
4075322,Maksim Fadeev
265651,Liliana Cavani
1700841,Greg Tiernan
2848292,Elizabeth Banks
358273,James Mangold
171433,Edward Norton
118755,Peter Hewitt
870111,Ron Howard
270288,George Clooney
261289,Reginald Hudlin
2702724,Ben Falcone
92804,Richard Attenborough
140397,Lawrence Kasdan
387575,Don Mancini
366627,John Maybury
103639,Ron Clements
1398426,F. Gary Gray
87469,Steven Spielberg
134067,Igor Kovalyov
164334,Lee Tamahori
4136084,Stephen Frears
285823,Robert Rodriguez
95016,John McTiernan
430922,David Wain
1596363,Adam McKay
1127896,Ang Lee
349825,Gavin O'Connor
209475,Adam Shankman
2668134,Shinji Aramaki
265666,Wes Anderson
309698,James Mangold
1204975,Jon Turteltaub
82398,John Glen
240890,Peter Chelsom
111438,Peter Hyams
196229,Ben Stiller
1702439,Lasse Hallström
107120,Kenny Ortega
481141,Scott Hicks
1250777,Matthew Vaughn
1622547,Ruben Fleischer
219653,Patrick Lussier
1698641,Miguel Arteta
414387,Joe Wright
83658,Ridley Scott
114287,Michael Caton-Jones
2172934,McG
498399,James Gray
160484,Janusz Kaminski
301727,Jacques Perrin
397078,Donald Petrie
134618,Jay Roach
1273678,Brian Levant
120133,Michael Ritchie
228333,John Carpenter
1018765,David Gordon Green
1374989,Burr Steers
119485,Martin Scorsese
455538,Robert B. Weide
1650554,Jeff Wadlow
395119,Agustín Díaz Yanes
1430612,Camille Delamarre
86034,John Glen
478311,Judd Apatow
1078588,Nick Cassavetes
494652,Malcolm D. Lee
87892,David Lean
465551,Richard Eyre
804522,Gavin Hood
102975,Nicholas Meyer
279778,Callie Khouri
3040964,Jon Favreau
119468,Gary Fleder
80455,John Landis
1018785,Sanaa Hamri
1710396,Todd Graff
276751,Chris Weitz
139414,Steve Miner
86197,Philip Kaufman
1521197,Roland Emmerich
88323,Wolfgang Petersen
118929,Alex Proyas
864761,Saul Dibb
89908,Walter Murch
120769,Richard Linklater
795351,Christian Alvart
324127,E. Elias Merhige
415965,Menno Meyjes
1517489,Robert Rodriguez
2241351,Jodie Foster
227984,Ronny Yu
155711,Joel Schumacher
297284,Renny Harlin
486674,Barry Levinson
340376,Norman Jewison
475331,Kenneth Branagh
1114740,Steve Carr
322330,Mark Waters
405422,Judd Apatow
138097,John Madden
365907,Scott Frank
99938,Ivan Reitman
910936,David Gordon Green
120631,Andy Tennant
316356,Kevin Costner
99582,Joel Schumacher
75784,Richard Attenborough
421239,Wes Craven
309593,David R. Ellis
190590,Joel Coen
1038686,Scott Stewart
1980209,Michael Bay
385267,Paul Weitz
157472,Jonathan Frakes
90022,Lawrence Kasdan
358349,Kevin Allen
1598822,Garry Marshall
218922,Michael Cristofer
1486192,James McTeigue
361925,Donald Petrie
110027,Andrew Morahan
115710,Bob Rafelson
119227,Michael Cohn
256524,Woody Allen
1137470,David O. Russell
116322,Alan Shapiro
2140379,Tarsem Singh
387131,Fernando Meirelles
335345,Mel Gibson
107614,Chris Columbus
95953,Barry Levinson
1205489,Clint Eastwood
1175491,Oliver Stone
936501,Pierre Morel
1972779,Michael Hoffman
103855,Mick Jackson
108052,Steven Spielberg
1454029,Tate Taylor
1837703,Bill Condon
331632,Raja Gosnell
1224378,Oleg Stepchenko
329101,Ronny Yu
2967008,Michael Winterbottom
268397,John A. Davis
1060277,Matt Reeves
103060,Michael Pressman
94226,Brian De Palma
477348,Ethan Coen
1408253,Tim Story
243155,Sharon Maguire
241303,Lasse Hallström
333780,Charles Herman-Wurmfeld
1047540,Andy Fickman
1411238,Ivan Reitman
108358,George P. Cosmatos
165929,Andrzej Bartkowiak
414982,James Wong
1327194,Scott Hicks
398808,Gabor Csupo
308644,Marc Forster
2609758,Tyler Perry
1601913,Joe Carnahan
382077,John Polson
357413,Adam McKay
99685,Martin Scorsese
313911,Harald Zwart
396752,Kirk Jones
86250,Brian De Palma
119807,Steve Oedekerk
93389,Bernardo Bertolucci
1524137,Baltasar Kormákur
119695,Brett Ratner
469494,Paul Thomas Anderson
282120,Cathy Malkasian
337711,John Eng
279493,Malcolm D. Lee
403508,Ken Kwapis
271027,Chris Nahon
852713,Fred Wolf
388500,Bille Woodruff
1647668,Craig Gillespie
435651,Phillip Noyce
286788,Dennie Gordon
301470,Victor Salva
452625,Mark Helfrich
306685,Andrzej Bartkowiak
274558,Stephen Daldry
454945,Andy Fickman
453451,Steve Bendelack
366174,Dwight H. Little
1747958,Guillaume Canet
426931,Kirsten Sheridan
127536,Shekhar Kapur
144120,Ronny Yu
66473,Richard Fleischer
120185,Bob Spiers
1366344,David Gordon Green
1153706,Damien Dante Wayans
111161,Frank Darabont
231402,Simon Wincer
116778,Bobby Farrelly
1322269,John Wells
396652,Tim Fywell
391304,Nigel Cole
124718,Spike Lee
112883,Jeremy Leven
989757,Lasse Hallström
480255,Sylvain White
1270761,Troy Nixey
499556,Philip G. Atwell
272338,Paul Thomas Anderson
356150,Jeff Schaffer
297162,Don Michael Paul
488658,Paul Feig
94799,James Bridges
115472,Steve Barron
388980,Bill Paxton
362478,Richard Kelly
963794,Carter Smith
156841,John Schlesinger
265208,Luke Greenfield
117011,Ringo Lam
3569230,Brian Helgeland
787475,Akiva Schaffer
1633356,David R. Ellis
145653,Alan Parker
2223990,Ivan Reitman
89489,Tobe Hooper
968264,Robert Redford
355702,Catherine Hardwicke
2006295,Patricia Riggen
90728,John Carpenter
1986843,Pascal Chaumeil
1291584,Gavin O'Connor
117039,Neil Jordan
107007,Ron Maxwell
489281,Kimberly Peirce
267248,Stephen Gaghan
120620,Jonathan Kaplan
117104,Richard Benjamin
999913,Rod Lurie
462338,Lasse Hallström
102984,Craig R. Baxley
898367,John Hillcoat
88103,John Guillermin
373416,Marcos Siega
239949,J.B. Rogers
412080,Roger Donaldson
417148,David R. Ellis
114614,Rachel Talalay
388183,Jeffrey W. Byrd
861689,Fernando Meirelles
383222,Uwe Boll
1692486,Roman Polanski
373450,Atom Egoyan
1792647,Andrew Adamson
119934,Robert Towne
1175506,Richard Linklater
1924396,Giuseppe Tornatore
1095217,Werner Herzog
1230204,Ben Stassen
1440232,Guillaume Canet
1125929,Taylor Hackford
1239462,Jérôme Deschamps
1272051,Inna Evlannikova
2193215,Ridley Scott
1233301,Jonathan English
66549,Sergey Bondarchuk
2952602,Teddy Chan
1946381,Mario Van Peebles
337692,Walter Salles
92007,Leonard Nimoy
479143,Sylvester Stallone
2058673,Ericson Core
120082,Wes Craven
2140037,Gavin O'Connor
2239832,Tim Story
190138,Jonathan Lynn
302886,Todd Phillips
101889,Terry Gilliam
130018,Danny Cannon
122459,Bonnie Hunt
1007028,Kevin Smith
171580,Neil LaBute
1234548,Grant Heslov
238948,George Gallo
172493,James Mangold
335559,Robert Luketic
158811,Tim Hill
78504,Sidney Lumet
217756,Brian Robbins
196857,Ron Shelton
1742650,Douglas McGrath
464154,Alexandre Aja
363473,Kevin Spacey
120645,Steve Boyum
112389,Richard Williams
356443,Mary McGuckian
1433108,George Tillman Jr.
347149,Hayao Miyazaki
1156398,Ruben Fleischer
120484,Frank Coraci
80684,Irvin Kershner
112442,Michael Bay
102510,David Zucker
195714,James Wong
1124035,George Clooney
134847,David Twohy
244970,Tony Goldwyn
1798709,Spike Jonze
1083452,Dexter Fletcher
206314,John Dahl
1376213,Jonathan Newman
149691,Wayne Wang
360139,Andy Cadiff
198386,Michael Dinner
1506999,Steven Soderbergh
93300,Joseph Sargent
116999,Jerry Zaks
1091751,Fred Durst
172396,Neil Jordan
102005,Simon Wincer
478134,Paul Haggis
1035736,Anne Fontaine
1179258,Stephen Frears
241025,Mira Nair
1403130,Teddy Chan
450385,Mikael Håfström
94012,Mel Brooks
3007512,Russell Crowe
99653,Jerry Zucker
129387,Bobby Farrelly
111070,John Pasquin
265662,John Lee Hancock
492956,Andy Fickman
112579,Clint Eastwood
255798,Luke Greenfield
83987,Richard Attenborough
2980648,Lasse Hallström
113957,Irwin Winkler
277027,Jessie Nelson
3210686,Christopher Spencer
320691,Len Wiseman
398017,Mikael Håfström
1130080,Steven Soderbergh
108101,Richard Attenborough
367652,Mike Bigelow
2387559,Ken Scott
1976009,Paul McGuigan
1995390,Susanna White
239948,Dennis Dugan
2023453,David Bowers
162677,Spike Lee
261392,Kevin Smith
399201,Michael Bay
221218,Daniel Sackheim
475290,Ethan Coen
236348,Harry Elfont
2312718,Gary Fleder
192255,Uli Edel
356721,David O. Russell
107978,Fred Dekker
263728,Brian Trenchard-Smith
65611,Blake Edwards
160236,Hugh Wilson
2938956,Camille Delamarre
375920,Laurence Dunmore
389557,Paul Verhoeven
424205,Christian Carion
2097307,David Palmer
951216,Callie Khouri
1726592,Rowan Joffe
76740,William Friedkin
1423995,John Curran
796335,Laurent Tirard
1206543,Scott Cooper
465538,Tony Gilroy
117119,Peter Segal
137363,Mark Pellington
1634003,Juan José Campanella
1859650,Woody Allen
83943,Clint Eastwood
158983,Trey Parker
108308,Stuart Gillard
180734,Brian Robbins
1045658,David O. Russell
463998,Richard LaGravenese
1405500,Tyler Perry
293662,Louis Leterrier
1023111,Jeff Wadlow
144814,Katt Shea
1176740,Sam Mendes
1027862,Joshua Michael Stern
179098,Brad Silberling
1340800,Tomas Alfredson
143746,John Duigan
1321860,Jodie Foster
83642,Colin Higgins
120907,David Cronenberg
82971,Steven Spielberg
104431,Chris Columbus
75860,Steven Spielberg
454919,Jim Sonzero
92644,Tony Scott
305669,Adam Shankman
102926,Jonathan Demme
105793,Penelope Spheeris
1116184,Jeff Tremaine
77766,Jeannot Szwarc
1014775,Raja Gosnell
1457767,James Wan
368578,Brian Levant
2103254,Ben Falcone
486822,D.J. Caruso
332379,Richard Linklater
113855,Paul W.S. Anderson
324554,Paul McGuigan
381707,Keenen Ivory Wayans
1033575,Alexander Payne
311289,Andrew Davis
1294226,Julie Anne Robinson
2024544,Steve McQueen
303933,Charles Stone III
1391137,Tyler Perry
99487,Tim Burton
2674426,Thea Sharrock
2215285,Tyler Perry
466342,Aaron Seltzer
280030,Robin Budd
1020072,Ava DuVernay
283426,Steve Trenbirth
357507,Stephen Kay
477071,Mennan Yapo
220099,Jun Falkenstein
1148204,Jaume Collet-Serra
3369806,Boaz Yakin
799949,Jason Friedberg
82198,John Milius
1895587,Tom McCarthy
947802,Neil LaBute
433386,Takashi Shimizu
120703,Kevin Rodney Sullivan
101452,Peter Hewitt
483726,Barry Levinson
78869,Gary Nelson
1440728,Anton Corbijn
120094,Gregory Nava
1666186,Jason Friedberg
449467,Alejandro G. Iñárritu
1371150,Shawn Levy
918927,John Patrick Shanley
372588,Trey Parker
1572315,John Luessenhop
112722,Jon Amiel
795461,Malcolm D. Lee
64782,Joshua Logan
1013753,Gus Van Sant
3231054,Kevin Reynolds
288477,Steve Beck
1268799,Todd Strauss-Schulson
120890,John McNaughton
814335,Nelson McCormick
1226753,John Madden
146882,Stephen Frears
479968,Eric Valette
116260,John Schlesinger
200465,Roger Donaldson
338013,Michel Gondry
1414382,Andy Fickman
421073,David Ayer
1213663,Edgar Wright
479500,Andrew Fleming
433362,Michael Spierig
815236,Jim Field Smith
1067774,Thomas Bezucha
441796,William Brent Bell
102744,Simon Wincer
1213012,Anthony Bell
475944,Renny Harlin
430634,Jessica Bendinger
1100119,Robert Rodriguez
114681,Gus Van Sant
3531824,Henry Joost
800308,Ed Harris
120877,John Carpenter
54215,Alfred Hitchcock
1046163,Howard Deutch
2318092,Shana Feste
791304,Garry Marshall
83254,Steve Rash
89457,Richard Donner
124879,Mark Steven Johnson
490204,Mike Binder
758758,Sean Penn
462519,Todd Phillips
938330,Michael J. Bassett
116367,Robert Rodriguez
407121,Frank Nissen
113321,Jodie Foster
373074,Stephen Chow
276033,Peter Hastings
419887,Marc Forster
315733,Alejandro G. Iñárritu
338325,Paul Abascal
1099212,Catherine Hardwicke
295289,Chris Koch
217630,Amy Heckerling
1232207,Michael Moore
59245,George Stevens
1741273,Billy Ray
1213644,Jason Friedberg
913354,Nimród Antal
120483,Jon Amiel
770703,Mark Mylod
1592525,James Mather
326856,Barry Levinson
1121931,Mark Neveldine
109348,Woody Allen
430431,Michael O. Sajbel
258068,Phillip Noyce
384680,Gore Verbinski
281322,Walter Hill
995039,David Koepp
1160368,Renny Harlin
1228987,Matt Reeves
109015,Charles T. Kanganis
799934,Michel Gondry
413015,Stephen Frears
1712261,John Hillcoat
118954,Woody Allen
144640,Damon Santostefano
2503944,John Wells
98625,Neil Jordan
116242,Woody Allen
795368,Frank Oz
804461,James Wan
780511,Kirk Jones
270846,Bob Clark
399327,Les Mayfield
462229,Les Mayfield
345074,Michael Lembeck
65054,Bob Fosse
1791528,Paul Thomas Anderson
763304,Dave Borthwick
1532958,Benson Lee
1190617,David Zucker
2002718,Robert Rodriguez
310357,Glen Morgan
489282,Fred Wolf
151568,Mike Leigh
1810683,Alejandro Monteverde
1571222,David Cronenberg
405296,Richard Linklater
1629757,Michael Apted
369226,Uwe Boll
976222,Todd Graff
337876,Jonathan Glazer
2937898,J.C. Chandor
1092082,Paul Gross
1054588,Marc Abraham
368794,Todd Haynes
1366365,Mabrouk El Mechri
844286,Rian Johnson
383028,Charlie Kaufman
119698,Hayao Miyazaki
310778,Jean-Paul Rappeneau
80492,Nancy Walker
421238,John Hillcoat
3719896,Angelo Pizzo
266747,Richard Benjamin
238380,Kurt Wimmer
889588,Roger Spottiswoode
138946,James Gray
1520498,Matthew Diamond
3707106,Angelina Jolie Pitt
348121,Katsuhiro Ôtomo
354595,David Anspaugh
1175709,Andrew Jarecki
110944,Kevin Reynolds
940709,Stephen Chow
120882,Jean-Marie Poiré
1013860,Kevin Munroe
274711,Daniel Algrant
1274300,Julie Taymor
3319920,Alejandro Amenábar
1128219,Jane Clark
882978,Daniel Lee
489664,Mike Barker
1488181,Wayne Thornley
3037162,Gnana Rajasekaran
1134666,Tom Walsh
1781827,Jonathan Jakubowicz
3247714,James McTeigue
2005374,Scott Walker
446755,John Curran
765432,Uli Edel
99348,Kevin Costner
1284575,Jake Kasdan
98273,Harold Becker
356470,Mark Rosman
117571,Wes Craven
245674,Steve Beck
81505,Stanley Kubrick
88763,Robert Zemeckis
185371,William Malone
1385912,Tyler Perry
4280822,Rob Hawk
889573,Josh Gordon
305711,Shawn Levy
1270262,Lee Tamahori
205461,Britt Allcroft
455407,Breck Eisner
245429,Hayao Miyazaki
3341072,Alan Yuen
86993,Roger Donaldson
816442,Brian Percival
1135985,Sean Anders
1216492,Anand Tucker
58085,Anthony Mann
810922,Michael Dowse
1870529,Daniel Barnz
107719,Emile Ardolino
116745,Robert Altman
4193394,James Schamus
384806,Andrew Douglas
268126,Spike Jonze
418819,George A. Romero
2957680,Danny Pang
120669,Terry Gilliam
1058017,Ricky Gervais
2004420,Nicholas Stoller
110475,Chuck Russell
94737,Penny Marshall
443453,Larry Charles
250494,Robert Luketic
88170,Leonard Nimoy
404032,Scott Derrickson
205000,Mike Mitchell
356680,Thomas Bezucha
337579,Kevin Rodney Sullivan
307987,Terry Zwigoff
118655,Jay Roach
3760922,Kirk Jones
1650043,David Bowers
93773,John McTiernan
86879,Milos Forman
926129,Nelson McCormick
377092,Mark Waters
328589,Audrey Wells
280707,Robert Altman
91738,Francis Ford Coppola
2562232,Alejandro G. Iñárritu
2334873,Woody Allen
475276,Paul Greengrass
322589,Bille Woodruff
97441,Edward Zwick
117723,Rick Friedberg
1596346,Sean McNamara
65528,Mike Nichols
1197628,Jody Hill
87078,Richard Fleischer
81398,Martin Scorsese
899106,Brandon Camp
90357,Barry Levinson
1016075,Kevin Tancharoen
1542344,Danny Boyle
196216,Woody Allen
210616,Nicholas Hytner
2279339,Jessie Nelson
337917,Bart Freundlich
264796,Irwin Winkler
2080374,Danny Boyle
1032815,Chris Columbus
403702,Miguel Arteta
82648,William A. Fraker
236784,John Boorman
82085,Brian De Palma
2167202,Courtney Solomon
119349,Ang Lee
2465146,Rob Reiner
98519,Jeff Kanew
340012,István Szabó
91635,Adrian Lyne
82288,Matthew Robbins
824758,Michael Hoffman
109707,Tim Burton
1967545,Jason Reitman
416044,Sergey Bodrov
1032755,Guy Ritchie
84316,Hal Needham
1071812,Bruce Beresford
2649554,Jeff Nichols
313792,Woody Allen
2058107,Jonathan Teplitzky
1149362,Michael Haneke
4517738,Zack Ward
92240,Mike Marvin
235737,D.J. Caruso
2172935,Nimród Antal
865554,Gregor Jordan
1024744,Tran Anh Hung
120775,Lance Hool
3212232,Chuck Russell
386741,Christian Volckman
2271563,Jon Cassar
89893,Richard Fleischer
1748179,Rodrigo Cortés
829482,Greg Mottola
1142800,Tyler Perry
1403241,David Hayter
1023481,Jon M. Chu
443536,Cory Edwards
395169,Terry George
465494,Xavier Gens
1425922,Kasi Lemmons
1085492,Brian A Miller
164003,Matt Dillon
230600,Alejandro Amenábar
90605,James Cameron
58385,George Cukor
119345,Jim Gillespie
1924435,Luke Greenfield
375063,Alexander Payne
486551,Jay Chandrasekhar
299977,Yimou Zhang
326900,John Hoffman
2083355,Malcolm D. Lee
475394,Joe Carnahan
1477076,Kevin Greutert
243736,Michael Lehmann
1104001,Joseph Kosinski
120770,John Fortenberry
1152398,Daniel Barnz
454841,Alexandre Aja
325258,Sam Weisman
2097298,Niki Caro
979434,Erik White
466856,Chris Robinson
1981677,Jason Moore
234829,Michael Tollin
120324,Sam Raimi
283632,Robert Harmon
462395,Trent Cooper
159421,Gary Halvorson
1210042,Antoine Fuqua
56800,Nicholas Ray
1288558,Fede Alvarez
865559,Donald Petrie
465142,Paul Weitz
94074,Sidney J. Furie
770810,Ian Iqbal Rashid
404390,Wayne Kramer
375104,Rowdy Herrington
91934,Jim Goddard
83001,Noel Marshall
312549,Joel Schumacher
2515030,Andrea Di Stefano
405336,Richard Kelly
944834,Guillaume Ivernel
75909,Jack Smight
1433822,Todd Lincoln
